GAME_ID,NAME,BOX_ART,DETAILS_URL,MAIN_STORY_LENGTH,MAIN_EXTRA_LENGTH,COMPLETIONIST_LENGTH,COMBINED_LENGTH
1486,Alfa Romeo Racing Italiano,gameimages/AlfaRomeoRacingtaliano.jpg,game.php?id=19555,-1,-1,-1,-1
1487,Apogee Throwback Pack,gameimages/Apogee_Throwback_Pack_header.jpg,game.php?id=19563,-1,-1,-1,-1
1488,Atlantis Evolution,gameimages/Atlantisevolution.jpg,game.php?id=19577,-1,-1,-1,-1
1489,Angels of Fasaria,gameimages/AngelsofFasaria_branding.png,game.php?id=19656,-1,-1,34,34
1490,ATP Tour Championship Tennis,gameimages/atp-tour-championship-tennis.jpg,game.php?id=19745,20,-1,12,-1
1491,A.I.M.2 Clan Wars,gameimages/AIM2ClanWars.jpg,game.php?id=19899,-1,-1,-1,-1
1492,Another Case Solved,gameimages/AnotherCaseSolved.jpg,game.php?id=19916,-1,76.5,-1,76.5
1493,Akimi Village,gameimages/AkimiVillageimage.jpg,game.php?id=19959,-1,-1,12,12
1494,Archangel,gameimages/Archangel_Coverart.jpg,game.php?id=20019,-1,-1,11,11
1495,Animaniacs: The Great Edgar Hunt,gameimages/AnimaniacsTheGreatEdgarHunt.jpg,game.php?id=20034,-1,-1,-1,-1
1496,Art Academy: Sketchpad,gameimages/20047_Art_Academy_Sketchpad.png,game.php?id=20047,-1,-1,-1,-1
1497,Awesomenauts Assemble!,gameimages/Awesomenauts_Assemble.jpg,game.php?id=20080,-1,-1,-1,-1
1498,Anthill,gameimages/santhillcreen568x568.jpg,game.php?id=20090,6,-1,-1,6
1499,Amoebattle,gameimages/20098_Amoebattle.jpg,game.php?id=20098,-1,-1,-1,-1
1500,AR-K: Episode 2 - The Girl Who Wasn't There,gameimages/AR-K-2011-08-12-17-50-49-09.jpg,game.php?id=20104,56,58,2,1.5
1501,Alter Ego: Life Simulation,gameimages/AlterEgoLifeSimulation.jpg,game.php?id=20153,3,-1,-1,3
1502,Adventure Bar Labyrinth,gameimages/AdventureBarLabyrinth.jpg,game.php?id=20268,-1,-1,-1,-1
1503,Abalone,gameimages/Abalone_292x136.jpg,game.php?id=20344,-1,-1,-1,-1
1504,AeternoBlade,gameimages/AeternoBlade.jpg,game.php?id=20353,-1,-1,-1,-1
1505,Awakening: The Dreamless Castle,gameimages/AwakeningTheDreamlessCastle.jpg,game.php?id=20432,-1,-1,5,5
1506,Amazing World,gameimages/Amazing_World_header.jpg,game.php?id=20473,-1,-1,-1,-1
1507,Armada,gameimages/Armada.title.jpg,game.php?id=20491,-1,-1,-1,-1
1508,A Bug's Life (GBC),gameimages/ABugsLife(GBC).jpg,game.php?id=20546,3,-1,-1,3
1509,AirMech Arena,gameimages/AirMechArena.jpg,game.php?id=20567,-1,-1,-1,-1
1510,Austerlitz,gameimages/austerlitz_atari_st_french_ad.jpg,game.php?id=20659,-1,-1,-1,-1
1511,Axis & Allies (1998),gameimages/Axis_&_Allies_(1998)_Coverart.jpg,game.php?id=20660,26,-1,-1,26
1512,Colossal Cave Adventure,gameimages/no_boxart.png,game.php?id=20667,-1,-1,-1,-1
1513,Angry Birds Breakfast,gameimages/AngryBirdsBreakfast.jpg,game.php?id=20723,27,-1,40,30
1514,Angry Birds Breakfast 2,gameimages/AngryBirdsBreakfast2.jpg,game.php?id=20724,27,-1,40,30
1515,Astro Boy: The Video Game,gameimages/250px-Astro_Boy_The_Video_Game.jpg,game.php?id=20812,-1,-1,-1,-1
1516,Ali Baba and the Forty Thieves,gameimages/250px-Ali_Baba_and_the_Forty_Thieves_box.jpg,game.php?id=20834,4,-1,-1,4
1517,Air Diver,gameimages/Air_Diver.jpg,game.php?id=20852,-1,-1,-1,-1
1518,Air Cavalry,gameimages/20853_Air_Cavalry.jpg,game.php?id=20853,-1,-1,-1,-1
1519,Arkanoid DX,gameimages/ArkanoidDX-1.jpg,game.php?id=20868,-1,10,-1,10
1520,Assassin's Creed: Memories,gameimages/AssassinsCreedMemories.jpg,game.php?id=20875,-1,-1,-1,-1
1521,Armageddon Empires,gameimages/Armageddon_Empires_cover_art.jpg,game.php?id=20966,-1,-1,-1,-1
1522,Arkanoid: Revenge of Doh,gameimages/ArkanoidRevengeofDoh.jpg,game.php?id=20971,-1,-1,-1,-1
1523,Assassin's Creed: Pirates,gameimages/assassinscreedpirates.jpg,game.php?id=20986,-1,-1,44,44
1524,Altitude0: Lower & Faster,gameimages/Altitude0Lower&Faster.jpg,game.php?id=21027,-1,-1,-1,-1
1525,Alien Nations 2,gameimages/AlienNations2_ru.jpg,game.php?id=21091,-1,-1,59.5,59.5
1526,Alpha Zylon,gameimages/Alpha_Zylon_header.jpg,game.php?id=21152,-1,-1,-1,-1
1527,Amazing Princess Sarah,gameimages/AmazingPrincessSarahheader.jpg,game.php?id=21153,4,6,-1,4.5
1528,Army Men: Operation Meltdown,gameimages/51838-Army_Men_-_Operation_Meltdown_(E)-1.jpg,game.php?id=21176,-1,-1,-1,-1
1529,Altered Space: A 3-D Alien Adventure,gameimages/220px-Altered_Space_-_A_3-D_Alien_Adventure_Coverart.png,game.php?id=21240,-1,4.5,-1,4.5
1530,Amazing Penguin,gameimages/AmazingPenguinBoxShotGameBoy.jpg,game.php?id=21241,-1,-1,-1,-1
1531,APEX,gameimages/250px-Apex_Cover.jpg,game.php?id=21351,-1,13,-1,13
1532,Airborne Troops: Countdown to D-Day,gameimages/Airborne_Troops_Countdown_to_D-Day.jpg,game.php?id=21419,-1,-1,-1,-1
1533,Ape Escape: Pumped & Primed,gameimages/ApeEscapePumpedPrimedCover.jpg,game.php?id=21420,5,6,-1,6
1534,Silent Line: Armored Core,gameimages/254px-Silent_Line_-_Armored_Core.jpg,game.php?id=21421,-1,-1,-1,-1
1535,Armored Core: Nexus,gameimages/252px-amoredcorenexus.jpg,game.php?id=21423,-1,22,-1,22
1536,Ashes Cricket 2009,gameimages/250px-Ashes_Cricket_2009_Cover.jpg,game.php?id=21538,25,-1,25,-1
1537,Army Moves,gameimages/220px-Army_Moves_CPC_Title.png,game.php?id=21568,-1,-1,-1,-1
1538,Alfaroid,gameimages/Foto+Alfaroid.jpg,game.php?id=21569,-1,-1,-1,-1
1539,Arcana Heart 3: LOVE MAX!!!!!,gameimages/arcana-heart-3-love-max-361117.jpg,game.php?id=21600,1.5,31,-1,5.5
1540,Alien: Isolation - Crew Expendable,gameimages/Alien_Isolation.jpg,game.php?id=21665,32,41,42,35
1541,Alien: Isolation - Last Survivor,gameimages/Alien_Isolation.jpg,game.php?id=21666,25,31,47,26
1542,Aztez,gameimages/21674_Aztez.jpg,game.php?id=21674,-1,-1,-1,-1
1543,Aliens In The Attic,gameimages/AliensintheAttic.jpg,game.php?id=21756,-1,-1,-1,-1
1544,AmsterDoom,gameimages/AmsterDoom.jpg,game.php?id=21850,5,-1,-1,5
1545,Army Men: Soldiers of Misfortune,gameimages/Army_Men_Soldiers_of_Misfortune.jpg,game.php?id=21935,-1,-1,-1,-1
1546,Aggressors of Dark Kombat,gameimages/250px-Aggressors_of_Dark_Kombat_Cover.jpg,game.php?id=22097,15,-1,-1,15
1547,Appointment With FEAR,gameimages/Appointment_With_FEAR_header.jpg,game.php?id=22299,-1,-1,7.5,7.5
1548,Advanced V.G.,gameimages/22321_Advanced_VG.jpg,game.php?id=22321,23,-1,-1,23
1549,Anna Kournikova's Smash Court Tennis,gameimages/2-Anna-Kournikova-Smash-Court-Tennis-Psone.jpg,game.php?id=22414,58,2,11,3
1550,Alien (1982),gameimages/22425_Alien.jpg,game.php?id=22425,-1,-1,-1,-1
1551,Atari Video Cube,gameimages/22427_Atari_Video_Cube.jpg,game.php?id=22427,-1,-1,-1,-1
1552,American Dragon: Jake Long,gameimages/22453_American_Dragon_Jake_Long.jpg,game.php?id=22453,-1,-1,-1,-1
1553,A Camp in the Woods,gameimages/ACampinthewoods_branding.jpg,game.php?id=22553,-1,-1,-1,-1
1554,Abomination Tower,gameimages/Abomination_Tower_branding.png,game.php?id=22561,-1,-1,-1,-1
1555,Among the Sleep: Prologue,gameimages/250px-Among_the_Sleep_cover_artwork.jpg,game.php?id=22706,24,45,1,34
1556,AntiKiller,gameimages/Antikiller+Pc+Game+Cover.jpg,game.php?id=22748,1,-1,-1,1
1557,A World of Keflings - It Came From Outer Space,gameimages/1676346-box_keflings2_large.png,game.php?id=22788,-1,-1,-1,-1
1558,A World of Keflings - The Curse of the Zombiesaurus,gameimages/1676346-box_keflings2_large.png,game.php?id=22790,-1,-1,-1,-1
1559,Amphora,gameimages/Amphora_header.jpg,game.php?id=22798,2,-1,3,2.5
1560,Airwave: I Fought the Law and the Law One,gameimages/airwave-I-Fought-the-Law-and-the-Law-One_1.jpg,game.php?id=22830,1,-1,-1,1
1561,Athens 2004,gameimages/Athens_2004.jpg,game.php?id=22864,-1,-1,-1,-1
1562,Aironauts,gameimages/Aironauts_front.jpg,game.php?id=22873,-1,-1,-1,-1
1563,Anubis II,gameimages/Anubis_II.jpg,game.php?id=22986,-1,-1,-1,-1
1564,Armored Hunter: Gunhound EX,gameimages/Armored_Hunter_Gunhound_EX.jpg,game.php?id=23005,2,6,10,6
1565,Arcadia: A Pastoral Tale,gameimages/ArcadiaPastoralTale.jpg,game.php?id=23011,-1,-1,-1,-1
1566,Across the Rhine,gameimages/Across_the_Rhine_header.jpg,game.php?id=23018,-1,-1,-1,-1
1567,Air Hockey,gameimages/sony-playstation-air-hockey.jpg,game.php?id=23094,24,-1,-1,24
1568,Angry Birds Friends,gameimages/AngryBirdsFriends.jpg,game.php?id=23118,15,-1,-1,-1
1569,Aero's Quest,gameimages/Aeros_Quest_header.jpg,game.php?id=23126,-1,-1,-1,-1
1570,Asterix: Search for Dogmatix,gameimages/1888013-asterix.jpg,game.php?id=23133,1.5,-1,-1,1.5
1571,Apidya,gameimages/Apidya_Cover.jpg,game.php?id=23170,45,-1,-1,45
1572,Airline Tycoon,gameimages/Airline_Tycoon_CD_Cover.jpg,game.php?id=23425,-1,-1,-1,-1
1573,Approaching Infinity,gameimages/Approaching_Infinity.jpg,game.php?id=23459,-1,-1,-1,-1
1574,Albert Odyssey 2: Jashin no Taidou,gameimages/23658_Albert_Odyssey_2.jpg,game.php?id=23658,-1,-1,-1,-1
1575,Alone in the Dark: Illumination,gameimages/Alone_in_the_Dark_Illumination_header.jpg,game.php?id=23859,5,-1,-1,5
1576,Swingerz Golf,gameimages/23924_Ace_Golf.png,game.php?id=23924,-1,-1,-1,-1
1577,Astray,gameimages/Astray_header.jpg,game.php?id=23944,2,-1,2,2
1578,Alien Breed: Tower Assault,gameimages/Alien_Breed_-_Tower_Assault_cover.jpg,game.php?id=24017,-1,-1,-1,-1
1579,Alien Breed II: The Horror Continues,gameimages/Alien_Breed_II_-The_Horror_Continues_cover.jpg,game.php?id=24023,-1,-1,-1,-1
1580,Afterfall Reconquest: Episode 1,gameimages/Afterfall_Reconquest_header.jpg,game.php?id=24098,2,-1,3,2.5
1581,Ancestory,gameimages/Ancestory_header.jpg,game.php?id=24114,-1,-1,-1,-1
1582,Atlantis,gameimages/Atlantis_Atari_2600_screenshot1a.png,game.php?id=24137,-1,-1,-1,-1
1583,Amnesia - Diary Novel,gameimages/Amnesia-DiaryNovel.jpg,game.php?id=24161,-1,-1,40,40
1584,Agricultural Simulator 2012,gameimages/Agricultural_Simulator_2012_header.jpg,game.php?id=24340,-1,-1,-1,-1
1585,Atelier Shallie: Alchemists of the Dusk Sea,gameimages/Atelier_Shallie_Alchemists_of_the_Dusk_Sea_cover.jpg,game.php?id=24438,29,42,62,38.5
1586,Archimedean Dynasty,gameimages/Archimedean_Dynasty_Coverart.jpg,game.php?id=24461,-1,-1,-1,-1
1587,Akumajou Dracula X68000,gameimages/AkumajouDraculaX68000.jpg,game.php?id=24506,6,13,-1,9.5
1588,Arcus Pro 68k,gameimages/ArcusPro68k.jpg,game.php?id=24549,-1,-1,-1,-1
1589,Airfix Dogfighter,gameimages/250px-Airfix_Dogfighter_Cover.jpeg,game.php?id=24568,-1,-1,-1,-1
1590,Army of Darkness: Defense,gameimages/24614_Army_of_Darkness_Defense.jpg,game.php?id=24614,-1,-1,-1,-1
1591,Agony,gameimages/Agony_Coverart.jpg,game.php?id=24645,1.5,-1,-1,1.5
1592,Alice's Mom's Rescue,gameimages/Alices_Moms_Rescue.jpg,game.php?id=24666,2.5,2.5,2.5,2.5
1593,ASH: Archaic Sealed Heat,gameimages/ASH_-_Archaic_Sealed_Heat_Coverart.png,game.php?id=24694,45,-1,-1,45
1594,ATV: Quad Kings,gameimages/ATV_Quad_Kings.jpg,game.php?id=24696,-1,-1,-1,-1
1595,Alpha Version.0,gameimages/Alpha_Version_0_branding.jpg,game.php?id=24857,-1,-1,-1,-1
1596,Aconcagua,gameimages/Aconcagua_video_game.jpg,game.php?id=24957,3.5,-1,3.5,3.5
1597,Alone With You,gameimages/25032_Alone_With_You.jpg,game.php?id=25032,6.5,7,-1,6.5
1598,Animorphs: Shattered Reality,gameimages/25125_Animorphs_Shattered_Reality.jpg,game.php?id=25125,-1,-1,-1,-1
1599,Asuncia: Matsue no Jubaku,gameimages/Asuncia_Matsue_no_Jubaku_front.jpg,game.php?id=25130,-1,-1,-1,-1
1600,Air-Sea Battle,gameimages/25451_Air-Sea_Battle.jpg,game.php?id=25451,-1,-1,-1,-1
1601,After Burner: Black Falcon,gameimages/25552_After_Burner_Black_Falcon.jpg,game.php?id=25552,-1,-1,-1,-1
1602,Audition Portable,gameimages/25560_Audition_Portable.jpg,game.php?id=25560,-1,-1,-1,-1
1603,Air Bucks,gameimages/Air_Bucks_Coverart.png,game.php?id=25614,-1,-1,-1,-1
1604,Alien Legacy,gameimages/242px-Alienlegacy.jpg,game.php?id=25616,-1,-1,-1,-1
1605,AaaaAAaaaAAAaaAAAAaAAAAA!!! Force = Mass x Acceleration,gameimages/AaaaAaAAAAAForce=MassxAcceleration.jpg,game.php?id=25672,-1,-1,-1,-1
1606,Another Century's Episode,gameimages/25768_Another_Centurys_Episode.png,game.php?id=25768,-1,-1,-1,-1
1607,Alpine Racer 3,gameimages/Alpine_Racer_3.jpg,game.php?id=25773,-1,-1,-1,-1
1608,Army Men: Major Malfunction,gameimages/25778_Army_Men_Major_Malfunction.jpg,game.php?id=25778,-1,-1,-1,-1
1609,Asterix & Obelix: Kick Buttix,gameimages/25780_Asterix_&_Obelix_Kick_Buttix.jpg,game.php?id=25780,7.5,-1,-1,7.5
1610,Asterix (1999),gameimages/Asterix_-_Playstation.jpg,game.php?id=26070,10,16,-1,13
1611,Assault Suits Valken 2,gameimages/Assault_Suits_Valken_II_front.jpg,game.php?id=26124,-1,-1,-1,-1
1612,Amazing Adventures: The Caribbean Secret,gameimages/AmazingAdventuresTheCaribbeanSecret.jpg,game.php?id=26138,-1,-1,-1,-1
1613,Abyss Raiders: Uncharted,gameimages/Abyss_Raiders_Uncharted_header.jpg,game.php?id=26189,-1,-1,-1,-1
1614,Agar.io,gameimages/Agario_game.jpg,game.php?id=26385,-1,-1,-1,-1
1615,All The Way Down,gameimages/All_The_Way_Down_3.jpg,game.php?id=26473,27,-1,-1,27
1616,Aces of the Luftwaffe,gameimages/Aces_of_the_Luftwaffe_header.jpg,game.php?id=26518,10.5,-1,19,15
1617,Angry Birds Epic,gameimages/Angry-Birds-Epic-featured.jpg,game.php?id=26536,13,16,21,16.5
1618,Alarameth TD,gameimages/Alarameth_TD_header.jpg,game.php?id=26737,-1,-1,-1,-1
1619,Ashen,gameimages/Ashen_xboxone.jpg,game.php?id=26767,-1,-1,-1,-1
1620,Airport Firefighters: The Simulation,gameimages/Airport_Firefighters_The_Simulation_header.jpg,game.php?id=26813,-1,-1,-1,-1
1621,Airport Simulator 2015,gameimages/Airport_Simulator_2015_header.jpg,game.php?id=26814,-1,-1,-1,-1
1622,Alexia Crow and the Cave of Heroes,gameimages/Alexia_Crow_and_the_Cave_of_Heroes_header.jpg,game.php?id=26815,2,-1,2,2
1623,Artizens,gameimages/Artizens_header.jpg,game.php?id=26821,-1,-1,-1,-1
1624,All Is Dust,gameimages/All_Is_Dust_header.jpg,game.php?id=27024,15,-1,19,15
1625,Ape Quest,gameimages/APE_QUEST.jpg,game.php?id=27052,-1,-1,-1,-1
1626,Arcana Kira,gameimages/arcana-kira.jpg,game.php?id=27084,-1,-1,-1,-1
1627,Always The Same Blue Sky...,gameimages/Always_The_Same_Blue_Sky_header.jpg,game.php?id=27449,51,1,1.5,1
1628,Avenging Angel,gameimages/Avenging_Angel_header.jpg,game.php?id=27451,-1,2,-1,2
1629,Audition Online,gameimages/Audition_Online_header.jpg,game.php?id=27467,-1,-1,-1,-1
1630,Alice in Wonderland (2010 DS),gameimages/Alice_in_Wonderland_(2010_DS).jpg,game.php?id=27817,9.5,-1,10,9.5
1631,Arma 2: Free,gameimages/256px-Arma-2-cover.jpg,game.php?id=27869,-1,-1,-1,-1
1632,Ape Escape: Million Monkies,gameimages/27881_Ape_Escape_Million_Monkies.jpg,game.php?id=27881,-1,-1,-1,-1
1633,Al Emmo's Postcards from Anozira,gameimages/Al_Emmos_Postcards_from_Anozira_header.jpg,game.php?id=27890,3.5,-1,4,4
1634,Alien Olympics 2044 AD,gameimages/28380_Alien_Olympics_2044_AD.jpg,game.php?id=28380,1.5,-1,-1,1.5
1635,Alien Breed 3D II: The Killing Grounds,gameimages/Alien_Breed_3D_II_-_The_Killing_Grounds.jpg,game.php?id=28120,-1,-1,-1,-1
1636,Alien Breed 3D,gameimages/Alien_Breed_3D_cover.jpg,game.php?id=28119,-1,-1,-1,-1
1637,Aliens (1990),gameimages/Aliens_(1990).png,game.php?id=28338,40,1,1,59
1638,Ant War: Domination,gameimages/Ant_War_Domination.jpg,game.php?id=28452,-1,-1,-1,-1
1639,Airport Madness 4,gameimages/Airport_Madness_4_header.jpg,game.php?id=28602,-1,49.5,-1,49.5
1640,Ape Escape Academy,gameimages/Ape+Escape+Academy+Psp+-+Portada.jpg,game.php?id=28641,2,-1,-1,2
1641,aerofly FS,gameimages/aerofly_FS_header.jpg,game.php?id=28648,-1,-1,-1,-1
1642,An Octave Higher,gameimages/An_Octave_Higher_header.jpg,game.php?id=28655,5.5,7,7.5,7
1643,Aqua Vita,gameimages/Aqua_vita_ps3_cover.jpg,game.php?id=28714,-1,-1,-1,-1
1644,Asameshimae Nyanko,gameimages/28731_Asameshimae_Nyanko.jpg,game.php?id=28731,-1,-1,-1,-1
1645,Ayakashi: Ghost Guild,gameimages/ayakashi-ghost-guild-hack.jpg,game.php?id=28860,-1,-1,-1,-1
1646,America's Army: True Soldiers,gameimages/AmericasArmyTrueSoldiers(Full).jpg,game.php?id=28782,-1,-1,-1,-1
1647,AiRace: Tunnel,gameimages/AiRace_Tunnel_large.jpg,game.php?id=28837,3,-1,-1,3
1648,Anno 1701: The Sunken Dragon,gameimages/Anno-1701-The-Sunken-Dragon.jpg,game.php?id=28882,-1,-1,20,20
1649,Atic Atac,gameimages/Atic_Atac_Coverart.png,game.php?id=28922,36,1.5,4,1.5
1650,Aberoth,gameimages/Aberoth_header.jpg,game.php?id=28928,-1,-1,-1,-1
1651,Anime Studio Story,gameimages/kairosoft-anime-studio-story.jpg,game.php?id=28985,-1,-1,-1,-1
1652,AntharioN,gameimages/29010_AntharioN.jpg,game.php?id=29010,-1,-1,-1,-1
1653,Attack of the Labyrinth,gameimages/Attack_of_the_Labyrinth_header.jpg,game.php?id=29011,-1,-1,-1,-1
1654,Airport Madness: Time Machine,gameimages/Airport_Madness_Time_Machine_header.jpg,game.php?id=29084,9,-1,-1,9
1655,Art Academy: Home Studio,gameimages/29250_Art_Academy_Home_Studio.jpg,game.php?id=29250,-1,-1,-1,-1
1656,All New World of Lemmings,gameimages/All_New_World_of_Lemmings_Coverart.png,game.php?id=29272,-1,-1,-1,-1
1657,Alganon,gameimages/Alganon_header.jpg,game.php?id=29291,-1,-1,-1,-1
1658,Arcane Saga Online,gameimages/Arcane_Saga_Online_header.jpg,game.php?id=29293,-1,-1,-1,-1
1659,Arctic Combat,gameimages/hArctic_Combat_eader.jpg,game.php?id=29294,-1,-1,-1,-1
1660,New Art Academy,gameimages/29302_New_Art_Academy.jpg,game.php?id=29302,-1,-1,-1,-1
1661,Arms Dealer,gameimages/Arms_Dealer_header.jpg,game.php?id=29331,-1,-1,-1,-1
1662,Ancients of Fasaria: Chess Club,gameimages/Ancients_of_-Fasaria_Chess_Club_header.jpg,game.php?id=29377,-1,-1,-1,-1
1663,Alice Mare,gameimages/AliceMareTitle.jpg,game.php?id=29400,-1,-1,-1,-1
1664,Amegas,gameimages/29587_Amegas.jpg,game.php?id=29587,-1,-1,-1,-1
1665,Asterix and the Magic Carpet,gameimages/29624_Asterix_and_the_Magic_Carpet.jpg,game.php?id=29624,-1,-1,-1,-1
1666,Annals of Rome,gameimages/29596_Annals_of_Rome.jpg,game.php?id=29596,-1,-1,-1,-1
1667,Aquaventura,gameimages/mAquaventuraaxresdefault.jpg,game.php?id=29603,-1,-1,-1,-1
1668,Arcade Snooker,gameimages/Arcade_Pool_cover.jpg,game.php?id=29609,-1,-1,-1,-1
1669,Assassin (1992),gameimages/29621_Assassin.jpg,game.php?id=29621,-1,-1,-1,-1
1670,ATR: All Terrain Racing,gameimages/29628_ATR_All_Terrain_Racing.jpg,game.php?id=29628,-1,-1,-1,-1
1671,Apothecarium: The Renaissance of Evil,gameimages/Apothecarium_The_Renaissance_of_Evil_header.jpg,game.php?id=29668,4,-1,-1,-1
1672,Ancients of Fasaria,gameimages/Ancients_of_Fasaria_header.jpg,game.php?id=29690,-1,-1,-1,-1
1673,Astronaut Simulator,gameimages/Astronaut_Simulator_header.jpg,game.php?id=29780,-1,-1,-1,-1
1674,A Bastard's Tale,gameimages/A_Bastards_Tale_header.jpg,game.php?id=29779,-1,-1,-1,-1
1675,Air Duel,gameimages/29831_Air_Duel.png,game.php?id=29831,-1,-1,-1,-1
1676,Automation: The Car Company Tycoon Game,gameimages/Automation_The_Car_Company_Tycoon_Game_header.jpg,game.php?id=29881,-1,-1,-1,-1
1677,Advent,gameimages/advent_header.jpg,game.php?id=29979,-1,-1,-1,-1
1678,Axis Football 2015,gameimages/Axis_Football_2015_header.jpg,game.php?id=30028,17,-1,-1,-1
1679,Akuji the Demon,gameimages/30114_Akuji_the_Demon.jpg,game.php?id=30114,-1,-1,-1,-1
1680,AliceMare,gameimages/30162_AliceMare.jpg,game.php?id=30162,2,2.5,3.5,3
1681,Autumn's Journey,gameimages/30241_Autumns_Journey.png,game.php?id=30241,-1,-1,2.5,2.5
1682,Angry Arrows,gameimages/Angry_Arrows_header.jpg,game.php?id=30266,6,-1,-1,6
1683,Afterlife Empire,gameimages/Afterlife_Empire_header.jpg,game.php?id=30380,-1,-1,-1,-1
1684,Art Style: BASE 10,gameimages/30404_Art_Style_BASE_10.png,game.php?id=30404,2.5,-1,-1,2.5
1685,Art Style: Precipice,gameimages/30415_Art_Style_precipice.jpg,game.php?id=30415,-1,-1,-1,-1
1686,Art Style: ZENGAGE,gameimages/30419_Art_Style_ZENGAGE.jpg,game.php?id=30419,-1,-1,-1,-1
1687,APT,gameimages/30646_APT.jpg,game.php?id=30646,-1,-1,-1,-1
1688,Albino Lullaby,gameimages/Albino_Lullaby_header.jpg,game.php?id=30717,-1,-1,-1,-1
1689,Almightree: The Last Dreamer,gameimages/Almightree_The_Last_Dreamer_header.jpg,game.php?id=30767,2,7,8.5,3
1690,Arclight Cascade,gameimages/Arclight_Cascade_header.jpg,game.php?id=30771,-1,-1,-1,-1
1691,Abduction Action! Plus,gameimages/Abduction_Action!_Plus_header.jpg,game.php?id=30770,-1,-1,-1,-1
1692,Alto's Adventure,gameimages/30800_Altos_Adventure.jpg,game.php?id=30800,-1,-1,41,41
1693,Asura Blade: Sword of Dynasty,gameimages/30820_Asura_Blade_Sword_of_Dynasty.png,game.php?id=30820,-1,20,-1,20
1694,ASDAD: All-Stars Dungeons and Diamonds,gameimages/ASDAD_All-Stars_Dungeons_and_Diamonds_header.jpg,game.php?id=30852,-1,-1,-1,-1
1695,Animal Gods,gameimages/Animal_Gods_header.jpg,game.php?id=30849,2,-1,-1,2
1696,Athletic World,gameimages/30848_athletic_world.jpg,game.php?id=30848,-1,-1,-1,-1
1697,Albino Lullaby: Episode 2,gameimages/Albino_Lullaby_header.jpg,game.php?id=30880,-1,-1,-1,-1
1698,Albino Lullaby: Episode 3,gameimages/Albino_Lullaby_header.jpg,game.php?id=30881,-1,-1,-1,-1
1699,Anode,gameimages/Anode_header.jpg,game.php?id=31017,-1,-1,-1,-1
1700,Aqua GT,gameimages/31021_Aqua_GT.jpg,game.php?id=31021,-1,-1,-1,-1
1701,All Kamen Rider: Rider Generation,gameimages/31056_All_Kamen_Rider_Rider_Generation.jpg,game.php?id=31056,6.5,7,-1,6.5
1702,All Kamen Rider: Rider Generation 2,gameimages/31057_All_Kamen_Rider_Rider_Generation_2.jpg,game.php?id=31057,-1,-1,-1,-1
1703,Age of Castles: Warlords,gameimages/31132_Age_of_Castles_Warlords.jpg,game.php?id=31132,-1,-1,-1,-1
1704,Slap Fight,gameimages/31166_Slap_Fight.jpg,game.php?id=31166,-1,-1,-1,-1
1705,Area-X,gameimages/31313_Area-X.jpg,game.php?id=31313,-1,-1,-1,-1
1706,Ashes of Immortality II,gameimages/Ashes_of_Immortality_II_header.jpg,game.php?id=31427,-1,-1,-1,-1
1707,Agent Hugo,gameimages/Agent_Hugo2_front.jpg,game.php?id=31530,-1,-1,-1,-1
1708,Agent Hugo: Roborumble,gameimages/AgentHugoRoborumble5_front.jpg,game.php?id=31533,2,-1,-1,2
1709,Afro Samurai 2: Revenge of Kuma,gameimages/32010_Afro_Samurai_2.jpg,game.php?id=32010,-1,-1,-1,-1
1710,Affected Zone Tactics,gameimages/32008_Affected_Zone_Tactics.jpg,game.php?id=32008,-1,-1,-1,-1
1711,Age of Conan: Rise of the Godslayer,gameimages/32056_Age_of_Conan_Rise_of_the_Godslayer.jpg,game.php?id=32056,-1,-1,-1,-1
1712,Awe,gameimages/Awe_header.jpg,game.php?id=32098,3,-1,9,7
1713,All My Gods,gameimages/All_My_Gods_header.jpg,game.php?id=32112,-1,-1,-1,-1
1714,A Study in Steampunk: Choice by Gaslight,gameimages/32152_A_Study_in_Steampunk_Choice_by_Gaslight.jpg,game.php?id=32152,-1,-1,-1,-1
1715,Astral Breakers,gameimages/32182_Astral_Breakers.jpg,game.php?id=32182,-1,-1,-1,-1
1716,Alea Jacta Est,gameimages/32228_Alea_Jacta_Est.jpg,game.php?id=32228,-1,-1,-1,-1
1717,Aliens (1986),gameimages/653895-aliens_loading_screen.png,game.php?id=32230,-1,-1,-1,-1
1718,AVP: Evolution,gameimages/32393_AVP_Evolution.jpg,game.php?id=32393,-1,-1,-1,-1
1719,Ape Academy 2,gameimages/32435_Ape_Academy_2.jpg,game.php?id=32435,-1,-1,-1,-1
1720,Ash,gameimages/Ash-Logo-Featured-Image.jpg,game.php?id=32499,-1,-1,14,14
1721,Apotheon Arena,gameimages/Apotheon_Arena_header.jpg,game.php?id=32593,-1,-1,-1,-1
1722,AGON: The Lost Sword of Toledo,gameimages/33014_AGON_The_Lost_Sword_of_Toledo.jpg,game.php?id=33014,7,-1,10.5,8
1723,Angels of Fasaria: World Online,gameimages/Angels_of_Fasaria_World_Online_header.jpg,game.php?id=33133,-1,-1,-1,-1
1724,Angels Fall First,gameimages/Angels_Fall_First_header.jpg,game.php?id=33246,-1,-1,-1,-1
1725,AGON: The Mysterious Codex,gameimages/33301_AGON_-_The_Mysterious_Codex_(Trilogy).jpg,game.php?id=33301,5,-1,8,6.5
1726,Apollo4x,gameimages/33378_Apollo4x.jpg,game.php?id=33378,4,-1,-1,4
