GAME_ID,NAME,BOX_ART,DETAILS_URL,MAIN_STORY_LENGTH,MAIN_EXTRA_LENGTH,COMPLETIONIST_LENGTH,COMBINED_LENGTH
15569,Mausoleum of the Medusa,gameimages/40923_Mausoleum_of_the_Medusa.jpg,game.php?id=40923,-1,-1,-1,-1
15570,Monopoly (1997),gameimages/32195_Monopoly.png,game.php?id=32195,1.5,-1,-1,1.5
15571,MiniBikers,gameimages/MiniBikers_header.jpg,game.php?id=32222,-1,-1,-1,-1
15572,Mystical,gameimages/Mystical_header.jpg,game.php?id=32552,-1,-1,-1,-1
15573,Mayan Death Robots,gameimages/Mayan_Death_Robots_header.jpg,game.php?id=32625,-1,-1,-1,-1
15574,Mahoutsukai ni Naru Houhou,gameimages/32649_Mahoutsukai_ni_Naru_Houhou.jpg,game.php?id=32649,-1,-1,-1,-1
15575,Swing (1997),gameimages/32650_Marble_Master.jpg,game.php?id=32650,-1,-1,-1,-1
15576,Metal War Online: Retribution,gameimages/32714_Metal_War_Online_Retribution.jpg,game.php?id=32714,-1,-1,-1,-1
15577,Mizzurna Falls,gameimages/32736_Mizzurna_Falls.jpg,game.php?id=32736,-1,-1,-1,-1
15578,Momotarou Densetsu,gameimages/32737_Momotarou_Densetsu.jpg,game.php?id=32737,-1,-1,19.5,19.5
15579,Midnight Mysteries: Witches of Abraham,gameimages/33234_Midnight_Mysteries_Witches_of_Abraham.jpg,game.php?id=33234,3,6.5,-1,4.5
15580,Monsters & Munitions,gameimages/Monsters_&_Munitions_header.jpg,game.php?id=33247,-1,-1,-1,-1
15581,Myth Makers: Orbs of Doom,gameimages/33259_Myth_Makers_Orbs_of_Doom.png,game.php?id=33259,-1,-1,-1,-1
15582,Mytheon,gameimages/Mytheon_header.jpg,game.php?id=33339,-1,-1,-1,-1
15583,Mondrian: Abstraction in Beauty,gameimages/Mondrian_Abstraction_in_Beauty_header.jpg,game.php?id=33380,4,-1,6,5
15584,Mighty Switch Force! Academy,gameimages/33400_Mighty_Switch_Force_Academy.jpg,game.php?id=33400,3.5,-1,-1,3.5
15585,MetaHuman Inc.,gameimages/MetaHuman_Inc.jpg,game.php?id=33566,5.5,-1,-1,5.5
15586,Miracle Girls Festival,gameimages/Miracle_Girls_Festival.jpg,game.php?id=33597,4,-1,-1,4
15587,MotorSport Revolution,gameimages/33601_MotorSport_Revolution.jpg,game.php?id=33601,-1,-1,-1,-1
15588,Magic Boy,gameimages/33690_Magic_Boy.jpg,game.php?id=33690,-1,-1,-1,-1
15589,Mystic Saga,gameimages/33892_Mystic_Saga.jpg,game.php?id=33892,-1,-1,-1,-1
15590,Mogeko Castle,gameimages/33963_Mogeko_Castle.png,game.php?id=33963,3,4,6,4
15591,Marble Muse,gameimages/33983_Marble_Muse.jpg,game.php?id=33983,-1,-1,-1,-1
15592,March of Industry,gameimages/33984_March_of_Industry.jpg,game.php?id=33984,-1,-1,-1,-1
15593,Mech Anarchy,gameimages/34020_Mech_Anarchy.jpg,game.php?id=34020,-1,-1,-1,-1
15594,Mystery Case Files: Key To Ravenhearst,gameimages/34140_Mystery_Case_Files_Key_To_Ravenhearst.jpg,game.php?id=34140,5.5,-1,-1,5.5
15595,Minefield (1983),gameimages/34104_Minefield.jpg,game.php?id=34104,-1,-1,-1,-1
15596,Mikie,gameimages/34105_Mikie.png,game.php?id=34105,-1,-1,-1,-1
15597,Momoka: An Interplanetary Adventure,gameimages/34147_Momoka.jpg,game.php?id=34147,7,-1,-1,7
15598,MajorMinor,gameimages/34368_MajorMinor.jpg,game.php?id=34368,5,-1,-1,5
15599,Millia: The Ending,gameimages/34372_Millia_-The_ending.jpg,game.php?id=34372,-1,-1,-1,-1
15600,Mystery Maze of Balthasar Castle,gameimages/34375_Mystery_Maze_of_Balthasar_Castle.jpg,game.php?id=34375,-1,-1,-1,-1
15601,Max's Big Bust - A Captain Nekorai Tale,gameimages/34369_Maxs_Big_Bust_-_A_Captain_Nekorai_Tale.jpg,game.php?id=34369,-1,-1,21.5,21.5
15602,Monumental,gameimages/34373_Monumental.jpg,game.php?id=34373,-1,-1,-1,-1
15603,Magic Flute,gameimages/34683_Magic_Flute.jpg,game.php?id=34683,-1,-1,-1,-1
15604,Microcosmum: Survival of Cells - Random Levels,gameimages/34714_Microcosmum_Survival_of_Cells_-_Random_Levels.jpg,game.php?id=34714,-1,-1,-1,-1
15605,Moco Moco Friends,gameimages/34869_Moco_Moco_Friends.jpg,game.php?id=34869,-1,30,46,33
15606,MacGuffin,gameimages/34744_MacGuffin.jpg,game.php?id=34744,33,-1,-1,33
15607,Mishap: An Accidental Haunting,gameimages/34776_Mishap_An_Accidental_Haunting.jpg,game.php?id=34776,-1,-1,-1,-1
15608,Monument Valley: Ida's Dream,gameimages/34835_Monument_Valley_Idas_Dream.jpg,game.php?id=34835,25,-1,27,26
15609,Melty Blood: Actress Again - Current Code,gameimages/35251_Melty_Blood_Actress_Again_Current_Code.jpg,game.php?id=35251,36,-1,16.5,10.5
15610,Monopoly (1991),gameimages/37118_Monopoly.jpg,game.php?id=37118,-1,-1,-1,-1
15611,Mexicana: Deadly Holiday,gameimages/36011_Mexicana_Deadly_Holiday.jpg,game.php?id=36011,2.5,5.5,-1,4
15612,Magix Music Maker,gameimages/36163_Magix_Music_Maker.jpg,game.php?id=36163,-1,-1,-1,-1
15613,Mystery of Unicorn Castle: The Beastmaster,gameimages/36197_Mystery_of_Unicorn_Castle_The_Beastmaster.jpg,game.php?id=36197,-1,-1,5.5,5.5
15614,Mysteries of the Past: Shadow of the Daemon,gameimages/36219_Mysteries_of_the_Past_Shadow_of_the_Daemon.jpg,game.php?id=36219,-1,-1,-1,-1
15615,Metal Carnage,gameimages/43275_Metal_Carnage.jpg,game.php?id=43275,-1,-1,-1,-1
15616,Monopoly Family Fun Pack,gameimages/36294_Monopoly_Family_Fun_Pack.jpg,game.php?id=36294,-1,-1,-1,-1
15617,Mayjasmine Episode 01 - What is God?,gameimages/36346_Mayjasmine_episode01_What_is_God.jpg,game.php?id=36346,6,-1,-1,6
15618,Miniature Golf,gameimages/36365_Miniature_Golf.jpg,game.php?id=36365,-1,-1,-1,-1
15619,MLB 16: The Show,gameimages/MLBTheShow16.jpg,game.php?id=36377,39,-1,-1,39
15620,Madden NFL 98,gameimages/36399_Madden_NFL_98.png,game.php?id=36399,-1,-1,-1,-1
15621,My Nintendo Picross - The Legend of Zelda: Twilight Princess,gameimages/36422_My_Nintendo_Picross_-_The_Legend_of_Zelda_Twilight_Princess.png,game.php?id=36422,7,11,16,13
15622,Machine Gun Train Run,gameimages/36541_Machine_Gun_Train_Run.jpg,game.php?id=36541,-1,-1,-1,-1
15623,Magnetron,gameimages/36563_Magnetron.jpg,game.php?id=36563,-1,-1,-1,-1
15624,My Girlfriend Is the President - Fan Disc,gameimages/1707773-girlfriend_president_large.jpg,game.php?id=36570,-1,-1,10.5,10.5
15625,Magnetized (2016),gameimages/36686_Magnetized.jpg,game.php?id=36686,-1,-1,1.5,1.5
15626,Mind Games (2016),gameimages/36723_Mind_Games.jpg,game.php?id=36723,20,-1,30,25
15627,Miitomo,gameimages/36733_Miitomo.png,game.php?id=36733,-1,-1,-1,-1
15628,Meadow,gameimages/41559_Meadow.jpg,game.php?id=41559,-1,-1,-1,-1
15629,Mario & Sonic at the Rio 2016 Olympic Games,gameimages/36745_Mario_&_Sonic_at_the_Rio_2016_Olympic_Games.png,game.php?id=36745,7.5,-1,-1,7.5
15630,Microcosmum: Survival of Cells - Colors for Organisms,gameimages/28976_Microcosmum_survival_of_cells.jpg,game.php?id=36761,-1,-1,-1,-1
15631,Modern Combat 2: Black Pegasus,gameimages/36779_Modern_Combat_2_Black_Pegasus.jpg,game.php?id=36779,-1,-1,-1,-1
15632,Microcosmum: Survival of Cells - Campaign,gameimages/28976_Microcosmum_survival_of_cells.jpg,,-1,-1,-1,-1
15633,Modern Combat: Sandstorm,gameimages/36778_Modern_Combat_Sandstorm.jpg,game.php?id=36778,-1,-1,-1,-1
15634,Modern Combat 3: Fallen Nation,gameimages/36780_Modern_Combat_3_Fallen_Nation.jpg,game.php?id=36780,-1,-1,-1,-1
15635,Midnight,gameimages/36827_Midnight.jpg,game.php?id=36827,-1,-1,-1,-1
15636,My Lady,gameimages/36929_My_Lady.jpg,game.php?id=36929,34,45,48,44
15637,Marble Mountain,gameimages/36945_Marble_Mountain.jpg,game.php?id=36945,-1,-1,-1,-1
15638,Mystica: The Ninth Society,gameimages/37217_Mystica_The_Ninth_Society.jpg,game.php?id=37217,-1,-1,-1,-1
15639,Mashed: Fully Loaded,gameimages/37266_Mashed_Fully_Loaded.jpg,game.php?id=37266,-1,8,8.5,8
15640,Magma Chamber,gameimages/37287_Magma_Chamber.jpg,game.php?id=37287,-1,-1,-1,-1
15641,3D Maze Walker,gameimages/37324_3D_Maze_Walker.jpg,game.php?id=37324,1,-1,1.5,1.5
15642,My Night Job,gameimages/37336_My_Night_Job.jpg,game.php?id=37336,-1,-1,-1,-1
15643,Mechoecho,gameimages/37348_Mechoecho.jpg,game.php?id=37348,4.5,-1,-1,4.5
15644,My Secret Pets!,gameimages/37379_My_Secret_Pets.jpg,game.php?id=37379,-1,-1,-1,-1
15645,MachineCraft,gameimages/37464_MachineCraft.jpg,game.php?id=37464,-1,-1,-1,-1
15646,Mathoria: It All Adds Up,gameimages/37465_Mathoria_It_All_Adds_Up.jpg,game.php?id=37465,-1,-1,-1,-1
15647,Metal Assault,gameimages/37466_Metal_Assault.jpg,game.php?id=37466,-1,-1,-1,-1
15648,March of War: Face Off XL,gameimages/37467_MoW_Face_Off_XL.jpg,game.php?id=37467,-1,-1,-1,-1
15649,Mona: The Assassin,gameimages/37477_Mona_The_Assassin.jpg,game.php?id=37477,-1,-1,-1,-1
15650,Moetan DS,gameimages/37491_Moetan_DS.jpg,game.php?id=37491,-1,-1,-1,-1
15651,Maui,gameimages/37537_Maui.jpg,game.php?id=37537,30,-1,32,30
15652,Moonstone Tavern,gameimages/37591_Moonstone_Tavern.jpg,game.php?id=37591,-1,-1,-1,-1
15653,Middens,gameimages/37658_Middens.jpg,game.php?id=37658,-1,-1,-1,-1
15654,Mahjong Deluxe 3,gameimages/37683_Mahjong_Deluxe_3.jpg,game.php?id=37683,-1,-1,-1,-1
15655,Mind Unleashed,gameimages/37706_Mind_Unleashed.jpg,game.php?id=37706,-1,-1,-1,-1
15656,Marble Void,gameimages/37717_Marble_Void.jpg,game.php?id=37717,-1,-1,-1,-1
15657,Mini Attack Submarine,gameimages/37740_Mini_Attack_Submarine.jpg,game.php?id=37740,-1,-1,55,55
15658,Mekorama,gameimages/37792_Mekorama.jpg,game.php?id=37792,3,-1,-1,3
15659,Magma Tsunami,gameimages/37811_Magma_Tsunami.jpg,game.php?id=37811,-1,-1,-1,-1
15660,Medarot: Girls Mission (Kabuto Ver.),gameimages/37942_Medarot_Girls_Mission_(Kabuto_Ver).jpg,game.php?id=37942,-1,-1,-1,-1
15661,Mazement,gameimages/38068_Mazement.jpg,game.php?id=38068,-1,-1,-1,-1
15662,Masquerade: The Baubles of Doom,gameimages/38182_Masquerade_The_Baubles_of_Doom.jpg,game.php?id=38182,-1,-1,-1,-1
15663,Meridian: Squad 22,gameimages/38201_Meridian_Squad_22.jpg,game.php?id=38201,-1,-1,-1,-1
15664,Mortal Kombat Gold,gameimages/38333_Mortal_Kombat_Gold.jpg,game.php?id=38333,-1,-1,-1,-1
15665,Mad Bullets,gameimages/38356_Mad_Bullets.jpg,game.php?id=38356,3,-1,-1,3
15666,METAGAL,gameimages/38368_METAGAL.jpg,game.php?id=38368,-1,5.5,6,6
15667,My Farm Life,gameimages/38473_My_Farm_Life.jpg,game.php?id=38473,-1,16,-1,16
15668,Music Wars Empire,gameimages/38485_Music_Wars_Empire.jpg,game.php?id=38485,-1,-1,-1,-1
15669,Momento Temporis: Light from the Deep,gameimages/38499_Momento_Temporis_Light_from_the_Deep.jpg,game.php?id=38499,-1,-1,-1,-1
15670,Massive Cleavage vs Zombies,gameimages/38548_Massive_Cleavage_vs_Zombies_Awesome_Edition.jpg,game.php?id=38548,41,-1,1.5,1
15671,Melting Hearts: Our Love Will Grow 2,gameimages/38549_Melting_Hearts_Our_Love_Will_Grow_2.jpg,game.php?id=38549,-1,-1,-1,-1
15672,Mahjong Destiny,gameimages/38627_Mahjong_Destiny.jpg,game.php?id=38627,-1,-1,-1,-1
15673,Mini Thief,gameimages/38646_Mini_Thief.jpg,game.php?id=38646,3,-1,-1,3
15674,Moira,gameimages/38823_Moira.jpg,game.php?id=38823,-1,-1,-1,-1
15675,My Little Kitties,gameimages/38922_My_Little_Kitties.jpg,game.php?id=38922,4.5,-1,-1,4.5
15676,Metro Warp,gameimages/38951_Metro_Warp.jpg,game.php?id=38951,-1,-1,-1,-1
15677,Mini Golf Mundo,gameimages/39011_Mini_Golf_Mundo.jpg,game.php?id=39011,45,-1,-1,45
15678,Military Life: Tank Simulator,gameimages/39202_Military_Life_Tank_Simulator.jpg,game.php?id=39202,-1,-1,-1,-1
15679,Mini's Magic World,gameimages/39204_Minis_Magic_World.jpg,game.php?id=39204,-1,-1,-1,-1
15680,Monstro: Battle Tactics,gameimages/39239_Monstro_Battle_Tactics.jpg,game.php?id=39239,-1,-1,-1,-1
15681,My Boss' Wife is My Ex,gameimages/39369_My_Boss_Wife_is_My_Ex.jpg,game.php?id=39369,-1,-1,-1,-1
15682,Mansions of Madness,gameimages/39371_Mansions_of_Madness.jpg,game.php?id=39371,-1,-1,-1,-1
15683,Magic Potion Explorer,gameimages/39485_Magic_Potion_Explorer.jpg,game.php?id=39485,1.5,-1,-1,1.5
15684,March of the Living,gameimages/39528_March_of_the_Living.jpg,game.php?id=39528,-1,-1,-1,-1
15685,Monsters and Monocles,gameimages/39765_Monsters_and_Monocles.jpg,game.php?id=39765,-1,-1,-1,-1
15686,Minds Eyes,gameimages/39809_Minds_Eyes.jpg,game.php?id=39809,-1,-1,-1,-1
15687,Mystery Expedition: Prisoners of Ice,gameimages/39838_Mystery_Expedition_Prisoners_of_Ice.jpg,game.php?id=39838,-1,1.5,-1,1.5
15688,Mustache in Hell,gameimages/39882_Mustache_in_Hell.jpg,game.php?id=39882,-1,-1,-1,-1
15689,Mad Combat Marines,gameimages/39901_Mad_Combat_Marines.jpg,game.php?id=39901,-1,-1,-1,-1
15690,Miaou Moon,gameimages/39924_Miaou_Moon.jpg,game.php?id=39924,-1,-1,-1,-1
15691,Mystic Messenger,gameimages/40003_Mystic_Messenger.jpg,game.php?id=40003,-1,-1,-1,-1
15692,Make America Great Again: The Trump Presidency,gameimages/40262_Make_America_Great_Again_The_Trump_Presidency.jpg,game.php?id=40262,-1,-1,3,3
15693,Murasaki,gameimages/40314_Murasaki.jpg,game.php?id=40314,4,9,-1,6.5
15694,mr.President Prologue Episode,gameimages/40333_mrPresident_Prologue_Episode.jpg,game.php?id=40333,47,-1,2,1.5
15695,MSI Electric City,gameimages/40359_MSI_Electric_City.jpg,game.php?id=40359,-1,-1,-1,-1
15696,My Butler,gameimages/40405_My_Butler.jpg,game.php?id=40405,-1,-1,-1,-1
15697,Malkia,gameimages/40611_Malkia.jpg,game.php?id=40611,-1,-1,-1,-1
15698,Myths of the World: Chinese Healer,gameimages/40655_Myths_of_the_World_Chinese_Healer.jpg,game.php?id=40655,2.5,-1,-1,2.5
15699,Miko Mole,gameimages/40675_Miko_Mole.jpg,game.php?id=40675,-1,-1,-1,-1
15700,MU Legend,gameimages/40772_MU_Legend.jpg,game.php?id=40772,-1,-1,-1,-1
15701,Marwin and The Evolution Stone,gameimages/40762_Marwin_and_The_Evolution_Stone.jpg,game.php?id=40762,-1,-1,-1,-1
15702,Moonshot,gameimages/40881_Moonshot.jpg,game.php?id=40881,-1,-1,-1,-1
15703,MYTH (2016),gameimages/40910_MYTH.jpg,game.php?id=40910,-1,-1,12.5,12.5
15704,Make America Great Again,gameimages/40938_Make_America_Great_Again.jpg,game.php?id=40938,-1,-1,-1,-1
15705,Minimized,gameimages/41043_Minimized.jpg,game.php?id=41043,-1,-1,-1,-1
15706,Maze Lord,gameimages/41170_Maze_Lord.jpg,game.php?id=41170,3.5,7.5,-1,6
15707,Moving Hazard,gameimages/41172_Moving_Hazard.jpg,game.php?id=41172,-1,-1,-1,-1
15708,Memoir En Code: Reissue,gameimages/41264_Memoir_En_Code_Reissue.jpg,game.php?id=41264,-1,-1,-1,-1
15709,Megpoid the Music,gameimages/41573_Megpoid_the_Music.jpg,game.php?id=41573,-1,-1,-1,-1
15710,Mickey's Racing Adventure,gameimages/41590_Mickeys_Racing_Adventure.png,game.php?id=41590,5.5,-1,-1,5.5
15711,Miniature: The Story Puzzle,gameimages/41592_Miniature_-_The_Story_Puzzle.jpg,game.php?id=41592,42,-1,45,43
15712,Mahjong Deluxe 2: Astral Planes,gameimages/41732_Mahjong_Deluxe_2_Astral_Planes.jpg,game.php?id=41732,-1,-1,-1,-1
15713,Mahsung Deluxe,gameimages/41733_Mahsung_Deluxe.jpg,game.php?id=41733,-1,-1,-1,-1
15714,Madness Cubed,gameimages/41775_Madness_Cubed.jpg,game.php?id=41775,-1,-1,-1,-1
15715,Mahjong World Contest,gameimages/41793_Mahjong_World_Contest.jpg,game.php?id=41793,-1,-1,-1,-1
15716,Maze Sounds,gameimages/41795_Maze_Sounds.jpg,game.php?id=41795,-1,-1,-1,-1
15717,Mad Hunter,gameimages/41958_Mad_Hunter.jpg,game.php?id=41958,-1,-1,2,2
15718,MC Lars: The Video Game,gameimages/42000_MC_Lars_The_Video_Game.jpg,game.php?id=42000,-1,-1,-1,-1
15719,miniLAW: Ministry of Law,gameimages/42039_miniLAW_Ministry_of_Law.jpg,game.php?id=42039,-1,-1,-1,-1
15720,Merry Gear Solid 2: The Ghosts of Christmas Past,gameimages/42125_Merry_Gear_Solid_2_The_Ghosts_of_Christmas_Past.jpg,game.php?id=42125,2.5,-1,-1,2.5
15721,Masky,gameimages/42210_Masky.jpg,game.php?id=42210,-1,-1,-1,-1
15722,Might and Magic: Heroes VII - Trial by Fire,gameimages/42217_Might_&_Magic_Heroes_VII_-_Trial_by_Fire.jpg,game.php?id=42217,42,-1,-1,42
15723,Macadam Bumper,gameimages/42308_Macadam_Bumper.png,game.php?id=42308,-1,-1,-1,-1
15724,Mountain Trap 2: Under the Cloak of Fear,gameimages/42375_Mountain_Trap_2_Under_the_Cloak_of_Fear.jpg,game.php?id=42375,-1,-1,-1,-1
15725,Mountain Trap: The Manor of Memories,gameimages/42374_Mountain_Trap_The_Manor_of_Memories.jpg,game.php?id=42374,-1,-1,-1,-1
15726,Malavision: The Origin,gameimages/42464_Malavision_The_Origin.jpg,game.php?id=42464,-1,-1,-1,-1
15727,Mercenaries Saga 3: Gray Wolves of War,gameimages/42481_Mercenaries_Saga_3_Gray_Wolves_of_War.jpg,game.php?id=42481,17.5,20,-1,18.5
15728,Manor of the Damned!,gameimages/42476_Manor_of_the_Damned.jpg,game.php?id=42476,-1,-1,-1,-1
15729,Moto RKD Dash,gameimages/42562_moto_RKD_dash.jpg,game.php?id=42562,-1,-1,-1,-1
15730,Medieval Playground,gameimages/42594_Medieval_Playground.jpg,game.php?id=42594,-1,-1,-1,-1
15731,MAGATAMA Earrings,gameimages/42611_MAGATAMA_Earrings.jpg,game.php?id=42611,-1,-1,-1,-1
15732,MinosMaze: The Minotaur's Labyrinth,gameimages/42614_MinosMaze_-_The_Minotaurs_Labyrinth.jpg,game.php?id=42614,-1,-1,-1,-1
15733,Mechatroniks Attack,gameimages/42620_Mechatroniks_Attack.jpg,game.php?id=42620,-1,-1,-1,-1
15734,Marblize,gameimages/42622_Marblize.jpg,game.php?id=42622,-1,-1,-1,-1
15735,Monster High: New Ghoul in School,gameimages/42761_Monster_High_New_Ghoul_in_School.jpg,game.php?id=42761,10,12,12.5,12
15736,Metroid: Rogue Dawn,gameimages/42950_Metroid_-_Rogue_Dawn.png,game.php?id=42950,5,-1,-1,5
15737,Moékuri,gameimages/43030_Mokuri_Adorable__Tactical_SRPG.jpg,game.php?id=43030,-1,-1,-1,-1
15738,Monumental Failure,gameimages/43185_Monumental_Failure.jpg,game.php?id=43185,-1,-1,-1,-1
15739,MyDream,gameimages/43287_MyDream.jpg,game.php?id=43287,-1,-1,-1,-1
15740,Memoranda,gameimages/43314_Memoranda.jpg,game.php?id=43314,4,4.5,-1,4
15741,MasterpieceVR,gameimages/43463_MasterpieceVR.jpg,game.php?id=43463,-1,-1,-1,-1
15742,Mobile Astro,gameimages/43658_Mobile_Astro.jpg,game.php?id=43658,-1,-1,-1,-1
15743,Mankind Defender,gameimages/43667_Mankind_Defender.jpg,game.php?id=43667,-1,-1,-1,-1
15744,Mortifero Motus,gameimages/43693_Mortifero_Motus.jpg,game.php?id=43693,-1,-1,18,18
15745,Miner Ultra Adventures,gameimages/43700_Miner_Ultra_Adventures.jpg,game.php?id=43700,1,-1,-1,1
15746,Merlin Adventurer Store,gameimages/43710_Merlin_adventurer_store.jpg,game.php?id=43710,-1,-1,-1,-1
15747,Masked Forces,gameimages/44000_Masked_Forces.jpg,game.php?id=44000,-1,-1,-1,-1
15748,Minigolf VR,gameimages/43989_Minigolf_VR.jpg,game.php?id=43989,-1,-1,-1,-1
15749,Metris Soccer,gameimages/44025_Metris_Soccer.jpg,game.php?id=44025,-1,-1,-1,-1
15750,Minimalism (2017),gameimages/44071_Minimalism.jpg,game.php?id=44071,-1,-1,-1,-1
15751,Machine Hunt,gameimages/44100_Machine_Hunt.jpg,game.php?id=44100,1,-1,3,2
15752,Metatron,gameimages/44101_Metatron.jpg,game.php?id=44101,-1,-1,-1,-1
15753,Monty on the Run,gameimages/44147_Monty_On_The_Run.png,game.php?id=44147,2,-1,-1,2
15754,Masha Rescues Grandma,gameimages/44170_Masha_Rescues_Grandma.jpg,game.php?id=44170,28,-1,55,41
15755,Meld,gameimages/44180_Meld.jpg,game.php?id=44180,-1,-1,-1,-1
15756,Mekazoo,gameimages/44225_Mekazoo.jpg,game.php?id=44225,-1,-1,-1,-1
15757,Make It as an Artist,gameimages/44271_Make_It_as_an_Artist.jpg,game.php?id=44271,-1,-1,-1,-1
15758,Mr. Robot: 1.51 exfiltrati0n,gameimages/44373_Mr_Robot_151_exfiltrati0n.jpeg,game.php?id=44373,-1,-1,-1,-1
15759,Metanet Hunter CD,gameimages/44541_Metanet_Hunter_CD.jpg,game.php?id=44541,-1,-1,-1,-1
15760,Mooch,gameimages/44477_Mooch.jpg,game.php?id=44477,-1,-1,-1,-1
15761,My Pet Rock,gameimages/44511_My_Pet_Rock.jpg,game.php?id=44511,-1,-1,-1,-1
15762,MontaSayer,gameimages/44543_MontaSayer.jpg,game.php?id=44543,-1,-1,-1,-1
15763,Mortificatio,gameimages/44551_Mortificatio.jpg,game.php?id=44551,-1,-1,-1,-1
15764,Magazime Editor,gameimages/44712_Magazime_Editor.jpg,game.php?id=44712,-1,-1,-1,-1
15765,Monster Slayers,gameimages/44750_Monster_Slayers.jpg,game.php?id=44750,8.5,-1,-1,8.5
15766,RONDE,gameimages/44811_RONDE.jpg,game.php?id=44811,-1,-1,-1,-1
15767,Mitch: Berry Challenge,gameimages/44864_Mitch_Berry_Challenge.jpg,game.php?id=44864,-1,-1,-1,-1
15768,Monster Maze VR,gameimages/44905_Monster_Maze_VR.jpg,game.php?id=44905,-1,-1,-1,-1
15769,MechRunner (2016),gameimages/45082_MechRunner.jpg,game.php?id=45082,-1,-1,-1,-1
15770,Massive Assault Network 2,gameimages/45134_Massive_Assault_Network_2.jpg,game.php?id=45134,-1,-1,-1,-1
15771,Monsters' Den: Book of Dread,gameimages/45135_Monsters_Den_Book_of_Dread.jpg,game.php?id=45135,-1,-1,-1,-1
15772,M.A.C.E.,gameimages/45266_MACE.jpg,game.php?id=45266,-1,-1,-1,-1
15773,Massive (2016),gameimages/45287_Massive.jpg,game.php?id=45287,-1,-1,-1,-1
15774,Mountain Mind,gameimages/45340_Mountain_Mind.jpg,game.php?id=45340,-1,-1,-1,-1
15775,Mages of Mystralia,gameimages/45399_Mages_of_Mystralia.jpg,game.php?id=45399,8,11,13.5,10
15776,Missile Cards,gameimages/45390_Missile_Cards.jpg,game.php?id=45390,-1,-1,-1,-1
15777,Music Inside: A VR Rhythm Game,gameimages/45423_Music_Inside_A_VR_Rhythm_Game.jpg,game.php?id=45423,-1,-1,-1,-1
15778,My Horse & Me 2,gameimages/My_horse_&_me_2.jpg,game.php?id=45544,-1,-1,-1,-1
15779,Mass Exodus,gameimages/45554_Mass_Exodus.jpg,game.php?id=45554,-1,-1,-1,-1
15780,MakeThatMoney,gameimages/45598_MakeThatMoney.jpg,game.php?id=45598,-1,-1,-1,-1
15781,Mr. Massagy,gameimages/45602_Mr_Massagy.jpg,game.php?id=45602,-1,-1,40,40
15782,Mystic Journey: Tri Peaks Solitaire,gameimages/45682_Mystic_Journey_Tri_Peaks_Solitaire.jpg,game.php?id=45682,19.5,-1,-1,19.5
15783,Moribund,gameimages/45737_Moribund.jpg,game.php?id=45737,-1,-1,-1,-1
15784,Minos Strategos,gameimages/45736_Minos_Strategos.jpg,game.php?id=45736,-1,-1,-1,-1
15785,Mad Dojo,gameimages/45796_Mad_Dojo.jpg,game.php?id=45796,-1,-1,-1,-1
15786,Moccasin,gameimages/45802_Moccasin.jpg,game.php?id=45802,-1,-1,-1,-1
15787,Mad Dagger,gameimages/45855_Mad_Dagger.jpg,game.php?id=45855,-1,-1,2,2
15788,My Name is You,gameimages/45915_My_Name_is_You.jpg,game.php?id=45915,-1,-1,1,1
15789,Magical Otoge Anholly,gameimages/45917_Magical_Otoge_Anholly.jpg,game.php?id=45917,-1,-1,1.5,1.5
15790,Marrow (2016),gameimages/45928_Marrow.jpg,game.php?id=45928,-1,-1,40,40
15791,MTV Sports: Snowboarding,gameimages/46046_MTV_Sports_Snowboarding.jpg,game.php?id=46046,-1,-1,-1,-1
15792,Mars industries,gameimages/46097_Mars_industries.jpg,game.php?id=46097,-1,-1,-1,-1
15793,Maneki's Curse,gameimages/46163_Manekis_Curse.jpg,game.php?id=46163,-1,-1,-1,-1
15794,Mirt. Tales of the Cold Land,gameimages/46452_Mirt_Tales_of_the_Cold_Land.jpg,game.php?id=46452,2,-1,2,2
15795,Mouse Playhouse,gameimages/46529_Mouse_Playhouse.jpg,game.php?id=46529,-1,-1,-1,-1
15796,Mystic Defense,gameimages/46656_Mystic_Defense.jpg,game.php?id=46656,-1,-1,-1,-1
15797,Mystery Mine,gameimages/46694_Mystery_Mine.jpg,game.php?id=46694,-1,-1,-1,-1
15798,Mega Overload,gameimages/46821_Mega_Overload.jpg,game.php?id=46821,-1,-1,-1,-1
15799,Mystic Diary - Quest for Lost Brother,gameimages/46850_Mystic_Diary_-_Quest_for_Lost_Brother.jpg,game.php?id=46850,-1,-1,-1,-1
15800,Magi Trials,gameimages/46880_Magi_Trials.jpg,game.php?id=46880,2,2.5,2.5,2.5
15801,Momonga Pinball Adventures,gameimages/47101_Momonga_Pinball_Adventures.jpg,game.php?id=47101,-1,-1,-1,-1
15802,McOsu,gameimages/47170_McOsu.jpg,game.php?id=47170,-1,-1,-1,-1
15803,MOAI 2: Path to Another World,gameimages/47284_MOAI_2_Path_to_Another_World.jpg,game.php?id=47284,-1,-1,-1,-1
15804,MOAI 3: Trade Mission,gameimages/47286_MOAI_3_Trade_Mission.jpg,game.php?id=47286,-1,-1,-1,-1
15805,Mission: Escape from Island,gameimages/47318_Mission_Escape_from_Island.jpg,game.php?id=47318,-1,-1,-1,-1
15806,Molemen Must Die!,gameimages/47389_Molemen_Must_Die.jpg,game.php?id=47389,-1,-1,-1,-1
